entity_id,state,last_changed
sensor.nordpool_kwh_se3_sek_3_10_0_2,14.777,2026-07-08T08:00:00.289Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,13.982,2026-07-08T08:15:00.287Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,14.799,2026-07-08T08:30:00.288Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,15.462,2026-07-08T09:00:00.290Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,15.683,2026-07-08T09:15:00.288Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,16.478,2026-07-08T09:30:00.288Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,15.396,2026-07-08T09:45:00.297Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,20.553,2026-07-08T10:00:00.286Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,19.073,2026-07-08T10:15:00.289Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,17.439,2026-07-08T10:30:00.288Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,16.39,2026-07-08T10:45:00.287Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,22.1,2026-07-08T11:00:00.334Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,20.675,2026-07-08T11:15:00.285Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,15.075,2026-07-08T11:30:00.312Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,10.735,2026-07-08T11:45:00.310Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,13.96,2026-07-08T12:00:00.312Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,14.877,2026-07-08T12:15:00.313Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,13.827,2026-07-08T12:30:00.311Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,13.043,2026-07-08T12:45:00.310Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,9.2,2026-07-08T13:00:00.343Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,10.172,2026-07-08T13:15:00.307Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,15.44,2026-07-08T13:30:00.289Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,21.017,2026-07-08T13:45:00.311Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,12.082,2026-07-08T14:00:00.312Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,15.539,2026-07-08T14:15:00.292Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,17.251,2026-07-08T14:30:00.310Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,20.134,2026-07-08T14:45:00.310Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,14.799,2026-07-08T15:00:00.310Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,16.555,2026-07-08T15:15:00.313Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,21.79,2026-07-08T15:30:00.290Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,33.31,2026-07-08T15:45:00.289Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,18.963,2026-07-08T16:00:00.312Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,60.755,2026-07-08T16:15:00.311Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,74.317,2026-07-08T16:30:00.312Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,78.138,2026-07-08T16:45:00.323Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,79.662,2026-07-08T17:00:00.312Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,81.971,2026-07-08T17:15:00.311Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,82.655,2026-07-08T17:30:00.311Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,82.832,2026-07-08T17:45:00.289Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,84.71,2026-07-08T18:00:00.304Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,84.632,2026-07-08T18:15:00.307Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,84.345,2026-07-08T18:30:00.313Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,82.81,2026-07-08T18:45:00.309Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,84.268,2026-07-08T19:00:00.312Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,83.782,2026-07-08T19:15:00.311Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,82.214,2026-07-08T19:30:00.289Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,81.109,2026-07-08T19:45:00.308Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,82.932,2026-07-08T20:00:00.306Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,81.706,2026-07-08T20:15:00.310Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,80.425,2026-07-08T20:30:00.312Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,79.077,2026-07-08T20:45:00.315Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,79.044,2026-07-08T21:00:00.309Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,78.801,2026-07-08T21:15:00.308Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,78.028,2026-07-08T21:30:00.312Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,77.564,2026-07-08T21:45:00.312Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,81.213,2026-07-08T22:00:00.155Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,81.467,2026-07-08T22:15:00.288Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,80.77,2026-07-08T22:30:00.296Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,78.083,2026-07-08T22:45:00.287Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,80.803,2026-07-08T23:00:00.289Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,78.038,2026-07-08T23:15:00.293Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,77.95,2026-07-08T23:30:00.287Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,77.607,2026-07-08T23:45:00.289Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,76.755,2026-07-09T00:00:00.289Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,75.152,2026-07-09T00:15:00.289Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,76.678,2026-07-09T00:30:00.271Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,75.517,2026-07-09T00:45:00.289Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,75.141,2026-07-09T01:00:00.289Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,74.842,2026-07-09T01:15:00.329Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,74.831,2026-07-09T01:30:00.293Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,76.346,2026-07-09T01:45:00.288Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,73.902,2026-07-09T02:00:00.266Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,74.997,2026-07-09T02:15:00.285Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,77.154,2026-07-09T02:30:00.377Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,78.326,2026-07-09T02:45:00.287Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,76.977,2026-07-09T03:00:00.272Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,79.708,2026-07-09T03:15:00.288Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,81.6,2026-07-09T03:30:00.288Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,82.562,2026-07-09T03:45:00.359Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,80.991,2026-07-09T04:00:00.288Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,83.048,2026-07-09T04:15:00.289Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,84.84,2026-07-09T04:30:00.275Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,89.408,2026-07-09T04:45:00.288Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,82.639,2026-07-09T05:00:00.288Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,83.292,2026-07-09T05:15:00.289Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,85.836,2026-07-09T05:30:00.289Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,88.401,2026-07-09T05:45:00.267Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,84.94,2026-07-09T06:00:00.265Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,87.594,2026-07-09T06:15:00.286Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,88.722,2026-07-09T06:30:00.266Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,90.26,2026-07-09T06:45:00.286Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,85.482,2026-07-09T07:00:00.289Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,83.159,2026-07-09T07:15:00.289Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,78.215,2026-07-09T07:30:00.287Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,75.495,2026-07-09T07:45:00.339Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,76.755,2026-07-09T08:00:00.289Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,72.575,2026-07-09T08:15:00.289Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,68.56,2026-07-09T08:30:00.286Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,60.52,2026-07-09T08:45:00.288Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,70.451,2026-07-09T09:00:00.288Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,64.457,2026-07-09T09:15:00.286Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,61.471,2026-07-09T09:30:00.320Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,58.407,2026-07-09T09:45:00.281Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,61.67,2026-07-09T10:00:00.288Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,51.428,2026-07-09T10:15:00.285Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,47.104,2026-07-09T10:30:00.288Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,43.31,2026-07-09T10:45:00.288Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,47.447,2026-07-09T11:00:00.276Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,42.381,2026-07-09T11:15:00.289Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,35.491,2026-07-09T11:30:00.327Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,27.539,2026-07-09T11:45:00.312Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,32.604,2026-07-09T12:00:00.306Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,33.478,2026-07-09T12:15:00.309Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,35.624,2026-07-09T12:30:00.314Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,38.953,2026-07-09T12:45:00.308Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,30.47,2026-07-09T13:00:00.311Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,38.743,2026-07-09T13:15:00.311Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,47.812,2026-07-09T13:30:00.312Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,57.943,2026-07-09T13:45:00.311Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,46.529,2026-07-09T14:00:00.306Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,55.974,2026-07-09T14:15:00.310Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,63.506,2026-07-09T14:30:00.311Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,72.508,2026-07-09T14:45:00.348Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,59.425,2026-07-09T15:00:00.311Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,73.791,2026-07-09T15:15:00.311Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,80.848,2026-07-09T15:30:00.312Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,88.711,2026-07-09T15:45:00.312Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,83.214,2026-07-09T16:00:00.309Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,87.528,2026-07-09T16:15:00.311Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,88.479,2026-07-09T16:30:00.313Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,89.253,2026-07-09T16:45:00.324Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,94.473,2026-07-09T17:00:00.311Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,98.665,2026-07-09T17:15:00.309Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,104.969,2026-07-09T17:30:00.311Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,117.423,2026-07-09T17:45:00.325Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,117.389,2026-07-09T18:00:00.312Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,120.884,2026-07-09T18:15:00.313Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,126.646,2026-07-09T18:30:00.384Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,130.805,2026-07-09T18:45:00.307Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,134.676,2026-07-09T19:00:00.313Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,130.672,2026-07-09T19:15:00.306Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,121.769,2026-07-09T19:30:00.313Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,112.202,2026-07-09T19:45:00.309Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,128.095,2026-07-09T20:00:00.298Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,115.531,2026-07-09T20:15:00.311Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,105.456,2026-07-09T20:30:00.289Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,95.469,2026-07-09T20:45:00.310Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,107.424,2026-07-09T21:00:00.312Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,100.324,2026-07-09T21:15:00.313Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,93.788,2026-07-09T21:30:00.291Z
sensor.nordpool_kwh_se3_sek_3_10_0_2,90.746,2026-07-09T21:45:00.352Z
sensor.elmatare_active_power_l1,0.040,2026-07-07T22:00:00.000Z
sensor.elmatare_active_power_l1,0.070,2026-07-07T22:00:11.174Z
sensor.elmatare_active_power_l1,0.061,2026-07-07T22:00:21.123Z
sensor.elmatare_active_power_l1,0.045,2026-07-07T22:00:31.118Z
sensor.elmatare_active_power_l1,0.052,2026-07-07T22:00:41.090Z
sensor.elmatare_active_power_l1,0.041,2026-07-07T22:00:51.109Z
sensor.elmatare_active_power_l1,0.035,2026-07-07T22:01:01.087Z
sensor.elmatare_active_power_l1,0.032,2026-07-07T22:01:21.130Z
sensor.elmatare_active_power_l1,0.031,2026-07-07T22:01:31.207Z
sensor.elmatare_active_power_l1,0.029,2026-07-07T22:01:41.092Z
sensor.elmatare_active_power_l1,0.034,2026-07-07T22:01:51.101Z
sensor.elmatare_active_power_l1,0.037,2026-07-07T22:02:01.089Z
sensor.elmatare_active_power_l1,0.042,2026-07-07T22:02:11.094Z
sensor.elmatare_active_power_l1,0.038,2026-07-07T22:02:21.193Z
sensor.elmatare_active_power_l1,0.041,2026-07-07T22:02:31.184Z
sensor.elmatare_active_power_l1,0.042,2026-07-07T22:02:41.094Z
sensor.elmatare_active_power_l1,-0.035,2026-07-07T22:02:51.108Z
sensor.elmatare_active_power_l1,-0.039,2026-07-07T22:03:01.088Z
sensor.elmatare_active_power_l1,-0.033,2026-07-07T22:03:11.111Z
sensor.elmatare_active_power_l1,0.005,2026-07-07T22:03:21.192Z
sensor.elmatare_active_power_l1,0.026,2026-07-07T22:03:31.095Z
sensor.elmatare_active_power_l1,0.044,2026-07-07T22:03:41.089Z
sensor.elmatare_active_power_l1,0.036,2026-07-07T22:04:01.105Z
sensor.elmatare_active_power_l1,0.041,2026-07-07T22:04:11.185Z
sensor.elmatare_active_power_l1,0.039,2026-07-07T22:04:21.110Z
sensor.elmatare_active_power_l1,0.015,2026-07-07T22:04:31.093Z
sensor.elmatare_active_power_l1,0.014,2026-07-07T22:04:41.081Z
sensor.elmatare_active_power_l1,0.029,2026-07-07T22:04:51.101Z
sensor.elmatare_active_power_l1,0.040,2026-07-07T22:05:01.179Z
sensor.elmatare_active_power_l1,0.035,2026-07-07T22:05:11.096Z
sensor.elmatare_active_power_l1,0.027,2026-07-07T22:05:21.090Z
sensor.elmatare_active_power_l1,0.028,2026-07-07T22:05:41.082Z
sensor.elmatare_active_power_l1,0.033,2026-07-07T22:05:51.190Z
sensor.elmatare_active_power_l1,0.029,2026-07-07T22:06:01.185Z
sensor.elmatare_active_power_l1,0.032,2026-07-07T22:06:11.083Z
sensor.elmatare_active_power_l1,0.027,2026-07-07T22:06:21.104Z
sensor.elmatare_active_power_l1,0.032,2026-07-07T22:06:31.090Z
sensor.elmatare_active_power_l1,0.034,2026-07-07T22:06:41.083Z
sensor.elmatare_active_power_l1,-0.004,2026-07-07T22:06:51.199Z
sensor.elmatare_active_power_l1,-0.019,2026-07-07T22:07:01.181Z
sensor.elmatare_active_power_l1,-0.006,2026-07-07T22:07:11.182Z
sensor.elmatare_active_power_l1,-0.020,2026-07-07T22:07:21.200Z
sensor.elmatare_active_power_l1,-0.021,2026-07-07T22:07:31.212Z
sensor.elmatare_active_power_l1,-0.014,2026-07-07T22:07:41.090Z
sensor.elmatare_active_power_l1,-0.009,2026-07-07T22:07:51.093Z
sensor.elmatare_active_power_l1,-0.007,2026-07-07T22:08:01.131Z
sensor.elmatare_active_power_l1,-0.005,2026-07-07T22:08:11.087Z
sensor.elmatare_active_power_l1,-0.006,2026-07-07T22:08:21.109Z
sensor.elmatare_active_power_l1,-0.002,2026-07-07T22:08:31.089Z
sensor.elmatare_active_power_l1,-0.005,2026-07-07T22:08:41.090Z
sensor.elmatare_active_power_l1,-0.012,2026-07-07T22:08:51.129Z
sensor.elmatare_active_power_l1,-0.008,2026-07-07T22:09:01.089Z
sensor.elmatare_active_power_l1,-0.012,2026-07-07T22:09:11.178Z
sensor.elmatare_active_power_l1,-0.015,2026-07-07T22:09:31.177Z
sensor.elmatare_active_power_l1,-0.009,2026-07-07T22:09:41.185Z
sensor.elmatare_active_power_l1,-0.014,2026-07-07T22:09:51.208Z
sensor.elmatare_active_power_l1,-0.012,2026-07-07T22:10:01.211Z
sensor.elmatare_active_power_l1,-0.016,2026-07-07T22:10:11.215Z
sensor.elmatare_active_power_l1,-0.011,2026-07-07T22:10:21.206Z
sensor.elmatare_active_power_l1,-0.009,2026-07-07T22:10:31.189Z
sensor.elmatare_active_power_l1,-0.010,2026-07-07T22:10:41.210Z
sensor.elmatare_active_power_l1,-0.011,2026-07-07T22:10:51.212Z
sensor.elmatare_active_power_l1,-0.012,2026-07-07T22:11:01.201Z
sensor.elmatare_active_power_l1,-0.011,2026-07-07T22:11:11.203Z
sensor.elmatare_active_power_l1,-0.010,2026-07-07T22:11:21.192Z
sensor.elmatare_active_power_l1,-0.015,2026-07-07T22:11:31.174Z
sensor.elmatare_active_power_l1,-0.008,2026-07-07T22:11:41.193Z
sensor.elmatare_active_power_l1,0.022,2026-07-07T22:11:51.225Z
sensor.elmatare_active_power_l1,0.048,2026-07-07T22:12:01.170Z
sensor.elmatare_active_power_l1,0.049,2026-07-07T22:12:11.178Z
sensor.elmatare_active_power_l1,0.033,2026-07-07T22:12:21.218Z
sensor.elmatare_active_power_l1,0.032,2026-07-07T22:12:31.162Z
sensor.elmatare_active_power_l1,0.033,2026-07-07T22:12:41.196Z
sensor.elmatare_active_power_l1,0.035,2026-07-07T22:12:51.201Z
sensor.elmatare_active_power_l1,0.014,2026-07-07T22:13:01.174Z
sensor.elmatare_active_power_l1,0.019,2026-07-07T22:13:11.179Z
sensor.elmatare_active_power_l1,0.017,2026-07-07T22:13:21.104Z
sensor.elmatare_active_power_l1,0.020,2026-07-07T22:13:31.084Z
sensor.elmatare_active_power_l1,0.019,2026-07-07T22:13:41.092Z
sensor.elmatare_active_power_l1,0.021,2026-07-07T22:13:51.110Z
sensor.elmatare_active_power_l1,0.019,2026-07-07T22:14:11.147Z
sensor.elmatare_active_power_l1,0.017,2026-07-07T22:14:21.105Z
sensor.elmatare_active_power_l1,0.020,2026-07-07T22:14:31.085Z
sensor.elmatare_active_power_l1,0.018,2026-07-07T22:14:41.084Z
sensor.elmatare_active_power_l1,-0.006,2026-07-07T22:14:51.102Z
sensor.elmatare_active_power_l1,-0.008,2026-07-07T22:15:01.419Z
sensor.elmatare_active_power_l1,0.000,2026-07-07T22:15:11.090Z
sensor.elmatare_active_power_l1,-0.008,2026-07-07T22:15:21.125Z
sensor.elmatare_active_power_l1,-0.014,2026-07-07T22:15:41.182Z
sensor.elmatare_active_power_l1,0.000,2026-07-07T22:15:51.188Z
sensor.elmatare_active_power_l1,-0.013,2026-07-07T22:16:21.186Z
sensor.elmatare_active_power_l1,-0.014,2026-07-07T22:16:31.179Z
sensor.elmatare_active_power_l1,-0.017,2026-07-07T22:16:41.176Z
sensor.elmatare_active_power_l1,0.024,2026-07-07T22:16:51.192Z
sensor.elmatare_active_power_l1,0.030,2026-07-07T22:17:01.174Z
sensor.elmatare_active_power_l1,0.026,2026-07-07T22:17:11.201Z
sensor.elmatare_active_power_l1,0.030,2026-07-07T22:17:21.192Z
sensor.elmatare_active_power_l1,0.023,2026-07-07T22:17:31.193Z
sensor.elmatare_active_power_l1,0.032,2026-07-07T22:17:41.170Z
sensor.elmatare_active_power_l1,0.031,2026-07-07T22:17:51.188Z
sensor.elmatare_active_power_l1,0.028,2026-07-07T22:18:01.176Z
sensor.elmatare_active_power_l1,0.029,2026-07-07T22:18:11.176Z
sensor.elmatare_active_power_l1,0.035,2026-07-07T22:18:21.095Z
sensor.elmatare_active_power_l1,0.040,2026-07-07T22:18:31.089Z
sensor.elmatare_active_power_l1,0.036,2026-07-07T22:18:41.084Z
sensor.elmatare_active_power_l1,0.031,2026-07-07T22:18:51.108Z
sensor.elmatare_active_power_l1,0.024,2026-07-07T22:19:01.102Z
sensor.elmatare_active_power_l1,0.022,2026-07-07T22:19:11.085Z
sensor.elmatare_active_power_l1,0.040,2026-07-07T22:19:21.097Z
sensor.elmatare_active_power_l1,0.044,2026-07-07T22:19:31.109Z
sensor.elmatare_active_power_l1,0.075,2026-07-07T22:19:51.206Z
sensor.elmatare_active_power_l1,0.086,2026-07-07T22:20:01.092Z
sensor.elmatare_active_power_l1,0.088,2026-07-07T22:20:11.122Z
sensor.elmatare_active_power_l1,0.080,2026-07-07T22:20:21.099Z
sensor.elmatare_active_power_l1,0.077,2026-07-07T22:20:31.102Z
sensor.elmatare_active_power_l1,0.079,2026-07-07T22:20:41.118Z
sensor.elmatare_active_power_l1,0.056,2026-07-07T22:20:51.101Z
sensor.elmatare_active_power_l1,0.057,2026-07-07T22:21:01.089Z
sensor.elmatare_active_power_l1,0.076,2026-07-07T22:21:21.130Z
sensor.elmatare_active_power_l1,0.072,2026-07-07T22:21:31.111Z
sensor.elmatare_active_power_l1,0.073,2026-07-07T22:21:41.085Z
sensor.elmatare_active_power_l1,0.070,2026-07-07T22:21:51.104Z
sensor.elmatare_active_power_l1,0.071,2026-07-07T22:22:01.085Z
sensor.elmatare_active_power_l1,0.069,2026-07-07T22:22:21.231Z
sensor.elmatare_active_power_l1,0.062,2026-07-07T22:22:31.157Z
sensor.elmatare_active_power_l1,0.064,2026-07-07T22:22:41.084Z
sensor.elmatare_active_power_l1,0.069,2026-07-07T22:22:51.097Z
sensor.elmatare_active_power_l1,0.024,2026-07-07T22:23:01.077Z
