timestamp_utc,mean,min,max
2025-12-31T23:00:00+00:00,-4289.610263553611,,
2026-01-01T00:00:00+00:00,-5694.660945270548,,
2026-01-01T01:00:00+00:00,-5271.003930442222,,
2026-01-01T02:00:00+00:00,-5697.900600053334,,
2026-01-01T03:00:00+00:00,-3742.8772361069446,,
2026-01-01T04:00:00+00:00,-3866.481253814722,,
2026-01-01T05:00:00+00:00,1521.793507867778,,
2026-01-01T06:00:00+00:00,1721.2698966947225,,
2026-01-01T07:00:00+00:00,-256.8021153869446,,
2026-01-01T08:00:00+00:00,-2431.611739318056,,
2026-01-01T09:00:00+00:00,212.23380295833329,,
2026-01-01T10:00:00+00:00,1832.7559304047227,,
2026-01-01T11:00:00+00:00,1703.6029372791666,,
2026-01-01T12:00:00+00:00,1096.6718741766665,,
2026-01-01T13:00:00+00:00,1560.5623055972221,,
2026-01-01T14:00:00+00:00,1701.9545948947223,,
2026-01-01T15:00:00+00:00,3516.504631627778,,
2026-01-01T16:00:00+00:00,2335.0554214958333,,
2026-01-01T17:00:00+00:00,2611.103471551111,,
2026-01-01T18:00:00+00:00,2014.807268143889,,
2026-01-01T19:00:00+00:00,1695.922302255556,,
2026-01-01T20:00:00+00:00,1797.3568931572224,,
2026-01-01T21:00:00+00:00,1530.1116598275,,
2026-01-01T22:00:00+00:00,287.927765005,,
2026-01-01T23:00:00+00:00,-3144.0416074269447,,
2026-01-02T00:00:00+00:00,-5734.367260330216,,
2026-01-02T01:00:00+00:00,-5680.354359648332,,
2026-01-02T02:00:00+00:00,-5777.771896048889,,
2026-01-02T03:00:00+00:00,-5630.720007709722,,
2026-01-02T04:00:00+00:00,-1586.2301291444444,,
2026-01-02T05:00:00+00:00,2236.611198278333,,
2026-01-02T06:00:00+00:00,2702.088422526944,,
2026-01-02T07:00:00+00:00,1928.666988983333,,
2026-01-02T08:00:00+00:00,1959.2087808238891,,
2026-01-02T09:00:00+00:00,1517.9392807216664,,
2026-01-02T10:00:00+00:00,1916.7041918372227,,
2026-01-02T11:00:00+00:00,1932.2779776358332,,
2026-01-02T12:00:00+00:00,3315.8140269902783,,
2026-01-02T13:00:00+00:00,2748.714222628889,,
2026-01-02T14:00:00+00:00,3069.7532815755562,,
2026-01-02T15:00:00+00:00,1117.1261758955557,,
2026-01-02T16:00:00+00:00,4.161017919444444,,
2026-01-02T17:00:00+00:00,4.266026362222223,,
2026-01-02T18:00:00+00:00,4.293665522222222,,
2026-01-02T19:00:00+00:00,4.400491620555556,,
2026-01-02T20:00:00+00:00,4.368611824444444,,
2026-01-02T21:00:00+00:00,4.562058605277778,,
2026-01-02T22:00:00+00:00,-4600.653945401945,,
2026-01-02T23:00:00+00:00,-4872.791209819722,,
2026-01-03T00:00:00+00:00,-5402.256899472927,,
2026-01-03T01:00:00+00:00,-4999.777717372222,,
2026-01-03T02:00:00+00:00,-4730.013553736943,,
2026-01-03T03:00:00+00:00,-4331.0934587675,,
2026-01-03T04:00:00+00:00,2458.163853566111,,
2026-01-03T05:00:00+00:00,1174.7323813616665,,
2026-01-03T06:00:00+00:00,-2988.6770512397215,,
2026-01-03T07:00:00+00:00,2287.7791000047223,,
2026-01-03T08:00:00+00:00,3606.928735946944,,
2026-01-03T09:00:00+00:00,2150.065841245556,,
2026-01-03T10:00:00+00:00,2158.6484885741665,,
2026-01-03T11:00:00+00:00,2507.818923790555,,
2026-01-03T12:00:00+00:00,1041.6378117466668,,
2026-01-03T13:00:00+00:00,2595.218622503333,,
2026-01-03T14:00:00+00:00,1799.9121720088888,,
2026-01-03T15:00:00+00:00,2501.835021371111,,
2026-01-03T16:00:00+00:00,2733.7392035208336,,
2026-01-03T17:00:00+00:00,936.0632297925002,,
2026-01-03T18:00:00+00:00,4.383837324166667,,
2026-01-03T19:00:00+00:00,4.234160032777778,,
2026-01-03T20:00:00+00:00,4.229439519166667,,
2026-01-03T21:00:00+00:00,4.204404441388889,,
2026-01-03T22:00:00+00:00,-1989.1065548594445,,
2026-01-03T23:00:00+00:00,-5388.282972209444,,
2026-01-04T00:00:00+00:00,-5958.076702433332,,
2026-01-04T01:00:00+00:00,-5770.2076880683335,,
2026-01-04T02:00:00+00:00,-3859.4981286022216,,
2026-01-04T03:00:00+00:00,-5087.052826610556,,
2026-01-04T04:00:00+00:00,1665.4438150041667,,
2026-01-04T05:00:00+00:00,3072.940294916945,,
2026-01-04T06:00:00+00:00,2232.6612449780555,,
2026-01-04T07:00:00+00:00,3331.8866656994446,,
2026-01-04T08:00:00+00:00,2538.7139141577777,,
2026-01-04T09:00:00+00:00,1900.7835142433332,,
2026-01-04T10:00:00+00:00,447.5696559252777,,
2026-01-04T11:00:00+00:00,219.87431738805552,,
2026-01-04T12:00:00+00:00,409.2808404730556,,
2026-01-04T13:00:00+00:00,-1088.1153278172221,,
2026-01-04T14:00:00+00:00,-1759.4967607322221,,
2026-01-04T15:00:00+00:00,-1892.0791945902781,,
2026-01-04T16:00:00+00:00,1763.168078012778,,
2026-01-04T17:00:00+00:00,1462.5948337675,,
2026-01-04T18:00:00+00:00,2287.9292386686116,,
2026-01-04T19:00:00+00:00,2593.4025272863887,,
2026-01-04T20:00:00+00:00,3242.7791249316665,,
2026-01-04T21:00:00+00:00,1305.6441943294442,,
2026-01-04T22:00:00+00:00,-4203.554067263889,,
2026-01-04T23:00:00+00:00,-5282.372460418055,,
2026-01-05T00:00:00+00:00,-5086.490640047471,,
2026-01-05T01:00:00+00:00,-5884.827462645001,,
2026-01-05T02:00:00+00:00,-5596.2977177863895,,
2026-01-05T03:00:00+00:00,-2702.8331221694443,,
2026-01-05T04:00:00+00:00,691.6299321463888,,
2026-01-05T05:00:00+00:00,3472.725581072222,,
2026-01-05T06:00:00+00:00,2854.7404093302775,,
2026-01-05T07:00:00+00:00,2517.3512460155557,,
2026-01-05T08:00:00+00:00,2915.844232513611,,
2026-01-05T09:00:00+00:00,776.6574825200001,,
2026-01-05T10:00:00+00:00,-888.3237138255557,,
2026-01-05T11:00:00+00:00,-159.16590318500002,,
2026-01-05T12:00:00+00:00,-520.8865027322222,,
2026-01-05T13:00:00+00:00,2345.799407393889,,
2026-01-05T14:00:00+00:00,3169.878962849722,,
2026-01-05T15:00:00+00:00,2170.0778538913887,,
2026-01-05T16:00:00+00:00,2786.9847530819443,,
2026-01-05T17:00:00+00:00,2931.502779852777,,
2026-01-05T18:00:00+00:00,4.0068165038888885,,
2026-01-05T19:00:00+00:00,4.41528793138889,,
2026-01-05T20:00:00+00:00,4.263969348055555,,
2026-01-05T21:00:00+00:00,4.182117623611112,,
2026-01-05T22:00:00+00:00,-1175.5858033669442,,
2026-01-05T23:00:00+00:00,-3949.1957348677784,,
